#ies_format_version: 1.0
#file: 20251209_11000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 7
#timestep_sec: 11.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	str1_cell1_R;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (R) (str1_cell1)
#005;	str1_cell1_V;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (V) (str1_cell1)
#006;	str1_cell1_T;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (T) (str1_cell1)
#007;	str1_cell2_R;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (R) (str1_cell2)
#008;	str1_cell2_V;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (V) (str1_cell2)
#009;	str1_cell2_T;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (T) (str1_cell2)
YYYYMMDD;	hhmmss;	unixtimestamp;	str1_cell1_R;	str1_cell1_V;	str1_cell1_T;	str1_cell2_R;	str1_cell2_V;	str1_cell2_T
20251209;	094935;	1765248575.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	094946;	1765248586.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	094957;	1765248597.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095008;	1765248608.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095019;	1765248619.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095030;	1765248630.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095041;	1765248641.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095052;	1765248652.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095103;	1765248663.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095114;	1765248674.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095125;	1765248685.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095136;	1765248696.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095147;	1765248707.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095158;	1765248718.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095209;	1765248729.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095220;	1765248740.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095231;	1765248751.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095242;	1765248762.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095253;	1765248773.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095304;	1765248784.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095315;	1765248795.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095326;	1765248806.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095337;	1765248817.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095348;	1765248828.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095359;	1765248839.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095410;	1765248850.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095421;	1765248861.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095432;	1765248872.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095443;	1765248883.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095454;	1765248894.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095505;	1765248905.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095516;	1765248916.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095527;	1765248927.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095538;	1765248938.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095549;	1765248949.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095600;	1765248960.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095611;	1765248971.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095622;	1765248982.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095633;	1765248993.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095644;	1765249004.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095655;	1765249015.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095706;	1765249026.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095717;	1765249037.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095728;	1765249048.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095739;	1765249059.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095750;	1765249070.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095801;	1765249081.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095812;	1765249092.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095823;	1765249103.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095834;	1765249114.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095845;	1765249125.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095856;	1765249136.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095907;	1765249147.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095918;	1765249158.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095929;	1765249169.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095940;	1765249180.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	095951;	1765249191.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100002;	1765249202.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100013;	1765249213.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100024;	1765249224.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100035;	1765249235.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100046;	1765249246.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100057;	1765249257.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100108;	1765249268.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100119;	1765249279.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100130;	1765249290.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100141;	1765249301.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100152;	1765249312.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100203;	1765249323.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100214;	1765249334.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100225;	1765249345.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100236;	1765249356.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100247;	1765249367.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100258;	1765249378.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100309;	1765249389.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100320;	1765249400.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100331;	1765249411.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100342;	1765249422.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100353;	1765249433.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100404;	1765249444.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100415;	1765249455.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100426;	1765249466.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100437;	1765249477.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100448;	1765249488.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100459;	1765249499.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100510;	1765249510.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100521;	1765249521.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100532;	1765249532.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100543;	1765249543.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100554;	1765249554.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100605;	1765249565.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100616;	1765249576.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100627;	1765249587.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100638;	1765249598.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100649;	1765249609.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100700;	1765249620.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100711;	1765249631.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100722;	1765249642.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100733;	1765249653.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100744;	1765249664.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100755;	1765249675.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100806;	1765249686.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100817;	1765249697.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100828;	1765249708.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100839;	1765249719.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100850;	1765249730.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100901;	1765249741.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100912;	1765249752.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100923;	1765249763.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100934;	1765249774.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100945;	1765249785.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	100956;	1765249796.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101007;	1765249807.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101018;	1765249818.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101029;	1765249829.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101040;	1765249840.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101051;	1765249851.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101102;	1765249862.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101113;	1765249873.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101124;	1765249884.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101135;	1765249895.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101146;	1765249906.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101157;	1765249917.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101208;	1765249928.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101219;	1765249939.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101230;	1765249950.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101241;	1765249961.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101252;	1765249972.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101303;	1765249983.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101314;	1765249994.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101325;	1765250005.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101336;	1765250016.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101347;	1765250027.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101358;	1765250038.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101409;	1765250049.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101420;	1765250060.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101431;	1765250071.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101442;	1765250082.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101453;	1765250093.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101504;	1765250104.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101515;	1765250115.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101526;	1765250126.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101537;	1765250137.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101548;	1765250148.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101559;	1765250159.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101610;	1765250170.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101621;	1765250181.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101632;	1765250192.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101643;	1765250203.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101654;	1765250214.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101705;	1765250225.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101716;	1765250236.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101727;	1765250247.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101738;	1765250258.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101749;	1765250269.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101800;	1765250280.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101811;	1765250291.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101822;	1765250302.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101833;	1765250313.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101844;	1765250324.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101855;	1765250335.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101906;	1765250346.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101917;	1765250357.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101928;	1765250368.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101939;	1765250379.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	101950;	1765250390.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	102001;	1765250401.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	102012;	1765250412.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	102023;	1765250423.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	102034;	1765250434.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	102045;	1765250445.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	102056;	1765250456.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	102107;	1765250467.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	102118;	1765250478.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	102129;	1765250489.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	102140;	1765250500.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	102151;	1765250511.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
